회원번호,간식,건강,과실,기타,반찬,생활용품,서류,수산,양념/가루,음료,잡곡,주곡,주류,채소,축산물,sum_val
697779904,0.12753623188405797,0.0,0.020289855072463767,0.0,0.2956521739130435,0.02318840579710145,0.017391304347826087,0.05217391304347826,0.0463768115942029,0.06956521739130435,0.011594202898550725,0.005797101449275362,0.0,0.2028985507246377,0.12753623188405797,1.0
697972928,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
698000768,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.38461538461538464,1.0
698006336,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
698115840,0.20967741935483872,0.0,0.03225806451612903,0.0,0.08064516129032258,0.08064516129032258,0.016129032258064516,0.08064516129032258,0.12903225806451613,0.04838709677419355,0.0,0.04838709677419355,0.0,0.12903225806451613,0.14516129032258066,1.0
698429504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
698555712,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,1.0
698559424,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,1.0
698809984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
698871232,0.10975609756097561,0.0,0.012195121951219513,0.0,0.12195121951219512,0.0,0.024390243902439025,0.17073170731707318,0.024390243902439025,0.0,0.0,0.06097560975609756,0.0,0.32926829268292684,0.14634146341463414,1.0
698982592,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0625,0.375,1.0
698986304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699056832,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.0
699071680,0.15122873345935728,0.01228733459357278,0.004725897920604915,0.0,0.06616257088846882,0.0,0.0,0.01890359168241966,0.00945179584120983,0.02835538752362949,0.02835538752362949,0.0945179584120983,0.0,0.16068052930056712,0.42533081285444235,1.0
699123648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699240576,0.1016949152542373,0.0,0.0,0.0,0.1864406779661017,0.0,0.0,0.1016949152542373,0.13559322033898305,0.0847457627118644,0.03389830508474576,0.06779661016949153,0.0,0.06779661016949153,0.22033898305084745,1.0
699368640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
699923584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
700001536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
700034944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
700073920,0.005235602094240838,0.0,0.10471204188481674,0.0,0.10471204188481674,0.0,0.05235602094240837,0.10471204188481674,0.0,0.10471204188481674,0.05235602094240837,0.0,0.0,0.36649214659685864,0.10471204188481674,1.0
700157440,0.23076923076923078,0.0,0.038461538461538464,0.0,0.15384615384615385,0.0,0.07692307692307693,0.11538461538461539,0.0,0.11538461538461539,0.0,0.0,0.0,0.19230769230769232,0.07692307692307693,1.0
700333760,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
700357888,0.24161073825503357,0.006711409395973154,0.013422818791946308,0.0,0.3624161073825503,0.0,0.0,0.026845637583892617,0.06711409395973154,0.026845637583892617,0.0,0.013422818791946308,0.0,0.12080536912751678,0.12080536912751678,1.0
700387584,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0
700506368,0.0449438202247191,0.011235955056179775,0.0,0.0,0.5617977528089888,0.0,0.011235955056179775,0.06741573033707865,0.0,0.056179775280898875,0.0,0.0,0.0,0.011235955056179775,0.23595505617977527,1.0
700526784,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,1.0
700708672,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,1.0
700949952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
700985216,0.08888888888888889,0.0,0.007407407407407408,0.0,0.08148148148148149,0.007407407407407408,0.0,0.05185185185185185,0.037037037037037035,0.0,0.022222222222222223,0.0,0.0,0.5185185185185185,0.18518518518518517,1.0
700996352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
701365696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
701684928,0.07692307692307693,0.15384615384615385,0.0,0.0,0.10256410256410256,0.02564102564102564,0.0,0.15384615384615385,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.15384615384615385,0.2564102564102564,1.0
701783296,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.25,0.0,1.0
